번호,제품명,업소명,신고번호
17021,클린뷰 루테인,(주)한국씨엔에스팜,200400200072490
17020,나를 위한 루테인&아스타잔틴,주식회사 노바렉스2공장,20060020008602
17019,내마음이디,(주)알피바이오,200400170061040
17018,마이코드 신바이오틱스 유산균 100억,코스맥스엔비티(주),200700170351744
17017,밸런스 3.0,(주)종근당바이오,2016000600754
17016,핑크 프로바이오틱스 3,엠에스바이오텍(주),20040020020671
17015,엠디레시피 유산균,(주)뉴트리케어,202000047463
17014,락토바실루스 아시도필루스 유산균 유(U),"(주)쎌바이오텍 1공장, 2공장",2013001712847
17013,홍삼정 하루면역케어,(주)바이오 로제트,20040017015280
17012,글램디바이오 나이트 슬림 다이어트,(주)비오팜,200400170211035
17011,핏앤핏 카테킨,(주)바이오 로제트,20040017015281
17010,이지다이어트 액티브 가르시니아,주식회사한미양행,200400150831405
17009,우리가족 활력드림 비타민C,주식회사한미양행,200400150831408
17008,아이헬스 베타카로틴 키즈,주식회사 네추럴웨이,20040015104174
17007,광동 초임계 알티지 오메가-3,주식회사한미양행,200400150831407
17006,광동 마그네슘,주식회사한미양행,200400150831406
17005,락티카제이바실루스 람노수스 유산균 분말,"(주)쎌바이오텍 1공장, 2공장",2013001712846
17004,면역 더한 프로폴리스&아연정,노비스바이오(주),20040020041426
17003,프로바이오 패밀리 유산균,동서바이오팜(주),20040017025578
17002,지웨이 알티지 오메가3 장용성 EPA DHA,(주)알피바이오,200400170061039
17001,지대로업 메가셀렌효모 프리미엄,동서바이오팜(주),20040017025579
17000,유산균 연구소 닥터 츄어블,코스맥스엔비티(주),200700170351743
16999,스트렙토코쿠스 써모필루스 유산균 유(U),"(주)쎌바이오텍 1공장, 2공장",2013001712844
16998,비피도박테리움 인판티스 비피더스균 유(U),"(주)쎌바이오텍 1공장, 2공장",2013001712845
16997,비오틴5000,동서바이오팜(주),20040017025580
16996,밀크씨슬+,(주)알피바이오,200400170061038
16995,락티카제이바실루스 카제이 유산균 유(U),"(주)쎌바이오텍 1공장, 2공장",2013001712848
16994,화애락 큐프로,(주)한국인삼공사,20040020013334
16993,고려홍삼진VIP골드,(주)개성상인,2018000370463
16992,복순도가 발효유산균,(주)메디오젠 충주공장,20180012174198
16991,크리스탈 스킨,광동헬스바이오(주) 2공장,200400200141319
16990,셀티바 녹여먹는 그린프로폴리스,코스맥스바이오(주),200400200022698
16989,쉐이크라인(SHAKE LINE),코스맥스바이오(주),200400200022695
16988,쏙쏙 칼슘튼튼,엠에스바이오텍(주),20040020020670
16987,아이엠 젠틀비타민C,콜마비앤에이치(주)음성공장,200600200031899
16986,츄어블그린프로폴리스아연,코스맥스바이오(주),200400200022696
16985,오칼디,동서바이오팜(주),20040017025577
16984,굿모닝 간건강밀크씨슬,우리바이오(주),20190009483114
16983,마그네슘 플러스,이앤에스(주),20120017002170
16982,마이니 맥효비,(주)알피바이오,200400170061037
16981,비피도박테리움 브레브 비피더스균 분말,"(주)쎌바이오텍 1공장, 2공장",2013001712842
16980,프라임 활력비타민B 플러스,(주)한풍네이처팜,20120019007366
16979,릴리 스피루리나,(주)한풍네이처팜,20120019007365
16978,비피도박테리움 비피둠 비피더스균 유(U),"(주)쎌바이오텍 1공장, 2공장",2013001712843
16977,내 몸에 면역력 눈건강 레시피 루트칸 연질캡슐,(주)케이지앤에프,20040016020182
16976,포에버밀크씨슬칸,케이지랩 주식회사,20040017038123
16975,제타바이오 알파(Zeta bio α),코스맥스엔비티(주),200700170351742
16974,요오드 바이오케어,(주)비오팜,200400170211034
16973,리뉴 맥스뮨,(주)비오팜,200400170211033
16972,녹십초바이오틱스,(주)녹십초알로에,2004001701384
16971,트리플 스트랭스 오메가-3 플러스 코엔자임Q10,(주)서흥헬스케어 2공장,2018001205611
16970,아쿠아셀 정제어유(원료성 제품),(주)서흥,200400200061582
16969,광동 광옥고 홍삼 본,광동제약주식회사,20040017010233
16968,관절건강엔 MSM,우리바이오(주),20190009483113
16967,관절케어&인지개선 알파,콜마비앤에이치(주)음성공장,200600200031894
16966,더블코어프로폴리스,(주)씨엘팜,20160012132106
16965,더팜 깊은 잠,콜마비앤에이치(주)음성공장,200600200031893
16964,식이섬유 화이버립,(주)오투바이오,20130020008261
16963,비트씨모니카,이앤에스(주),20120017002169
16962,장인정신 에브리데이 그린 프로폴리스 스프레이,코스맥스엔비티(주),200700170351740
16961,해방가능,(주)씨티씨바이오,20040017059180
16960,가족사랑 관절건강,코스맥스엔비티(주),200700170351741
16959,장 피부 면역력엔 알로에,주식회사웰파인,2013001515138
16958,장인정신 에브리데이 면역 락플러스,주식회사웰파인,2013001515137
16957,액티브 엽산+비타민D3,(주)알피바이오,200400170061036
16956,비피도박테리움 롱굼 비피더스균 유(U),"(주)쎌바이오텍 1공장, 2공장",2013001712841
16955,핑거루트추출분말(판두라틴),(주)보락,2004001704716
16954,홍국분말,풀무원건강생활(주),20040020001342
16953,헬시엠에스엠,광동헬스바이오(주) 2공장,200400200141318
16952,코엔자임Q10,(주)서흥헬스케어 2공장,2018001205610
16951,인생 프로바이오틱스,콜마비앤에이치(주)음성공장,200600200031890
16950,웰메이드 알티지 오메가3,(주)한국씨엔에스팜,200400200072486
16949,리얼 가르시니아,(주)비오팜,200400170211031
16948,올리고 쏘팔메토,(주)유니쎌팜,20040020028582
16947,비피도박테리움 락티스 비피더스균 유(U),"(주)쎌바이오텍 1공장, 2공장",2013001712840
16946,고려발효홍삼,(주)한국인삼내츄럴,2012002001443
16945,고려발효홍삼골드,(주)한국인삼내츄럴,2012002001444
16944,금산미학홍삼 아리스클래스,농업회사법인 주식회사 에프앤비바이오,2019001626114
16943,슬림핏 카르니틴 앰플,(주)서흥헬스케어,20130020024185
16942,비타민10종과미네랄9종이함유된멀티비타민미네랄,코스맥스바이오(주),200400200022694
16941,비타민 C 츄어블 키즈,콜마비앤에이치(주)음성공장,200600200031892
16940,마미철분츄어블,콜마비앤에이치(주)음성공장,200600200031891
16939,렉스플로,(주)한국씨엔에스팜,200400200072485
16938,프리미엄 알티지(rTG) 오메가3,(주)유니쎌팜,20040020028581
16937,뽀로로 데일리 비타민D+아연,주식회사비엠제약,2010001521944
16936,장대원 프리바이오틱스,(주)알피바이오,200400170061035
16935,LACTO PRO,이앤에스(주),20120017002168
16934,뉴트라비타 에너씨플러스 파우더(NutraVita Ener-C+Powder),이앤에스(주),20120017002167
16933,대원제약 액티브 업,(주)알피바이오,200400170061033
16932,닥터 정수봉의 다이어트&유산균,(주)오투바이오,20130020008260
16931,비타면역젤리,코스맥스바이오(주),200400200022691
16930,사포닌캡슐플러스,(주)비티진,20040020030115
16929,사포닌타임리,(주)비티진,20040020030116
16928,알티지(rTG)-1,코스맥스바이오(주),200400200022692
16927,요로건강 크랜베리,(주)오투바이오,20130020008258
16926,이너뷰티라이프,(주)오투바이오,20130020008257
16925,플러스컷,(주)오투바이오,20130020008259
16924,우리아이면역엔아연플러스B,(주)바이오 로제트,20040017015279
16923,바이탈슬림 차전자피 쾌변 올인원,주식회사한미양행,200400150831403
16922,진정주 이뮤칸,(주)알피바이오,200400170061034
16921,키토산 올 뉴 퍼펙트,(주)비오팜,200400170211030
16920,클린팻(Clean Fat)에스,(주)화인내츄럴,20040015094167
16919,클린팻파우더(Clean Fat Powder)에스,(주)화인내츄럴,20040015094168
16918,프리미엄 루테인 파워,주식회사한미양행,200400150831404
16917,프리바이오틱스 프락토올리고당 에스,(주)바이오 로제트,20040017015278
16916,홍어연골콘드로스,주)팜크로스,20040015110956
16915,늘MSM됨,동서바이오팜(주),20040017025576
16914,그린프로폴리스 츄어블 캡슐,코스맥스바이오(주),200400200022689
16913,더 뉴 프라임 차전자피 식이섬유(The New Prime psyllium husk dietary fiber),한국바이오팜(주)에이치피,20040020046616
16912,로즈마리자몽,광동헬스바이오(주) 2공장,200400200141317
16911,린앤핏-가르시니아,코스맥스바이오(주),200400200022688
16910,베라그린,(주)한국씨엔에스팜,200400200072484
16909,브링 리버 허브씨슬,(주)서흥,200400200061580
16908,사포닌타임감,(주)비티진,20040020030113
16907,사포닌타임건,(주)비티진,20040020030112
16906,좋은 생각,(주)비오팜,200400170211029
16905,셀렌효모비타골드,동서바이오팜(주),20040017025575
16904,아이클리어 빌베리,(주)서흥,200400200061581
16903,홍삼의꿈,코스맥스바이오(주),200400200022690
16902,마이크로바이옴 4,주식회사 락토메이슨,20100016005333
16901,마이크로바이옴 2,주식회사 락토메이슨,20100016005332
16900,헬씨 CLA 다이어트,(주)HK바이오텍,2004001606168
16899,액티브 엽산620,엔피케이(주),201000190041042
16898,사포닌타임곤,(주)비티진,20040020030114
16897,한포유 장프로,주)팜크로스,20040015110955
16896,쎌티아이 FOS (CellTi FOS),주식회사 셀로닉스,2014002007315
16895,마이크로바이옴 5,주식회사 락토메이슨,20100016005334
16894,포커스온,(주)한국씨엔에스팜,200400200072483
16893,면역플러스,(주)비오팜,200400170211028
16892,미미슬림,엔피케이(주),201000190041041
16891,수면Q큐,주식회사 노바렉스,200400200082217
16890,진정주 감마리놀렌산,(주)알피바이오,200400170061032
16889,웰니스(Wellness)흑삼농축액,풍기특산물영농조합법인,20050018001156
16888,씨놀 뉴보낙스 프리미엄,(주)다스코바이오,2012001701065
16887,오늘도 내몸에 솔루션,(주)유니쎌팜,20040020028580
16886,아스코원 콜라겐,(주)서흥,200400200061579
16885,아마도벤C(수출용),에프엔바이오(주),20040020071367
16884,"Amado Kane Z(아마도카네 지, 수출용 )",에프엔바이오(주),20040020071368
16883,비타민D 1000IU,(주)한국씨엔에스팜,200400200072482
16882,허니베리 간편한 다이어트,주식회사 아리너스,20110020099161
16881,참한삼 6년근 홍삼정,(주)휴온스푸디언스 금산2공장,2010002007081
16880,드시모네 365 캡슐,코스맥스엔비티(주),200700170351737
16879,우리아이 면역플러스 홍삼젤리,코스맥스엔비티(주),200700170351735
16878,관절엔 MSM 100%,엔피케이(주),201000190041040
16877,네이처 화이트 다이어리(전량수출용),동서바이오팜(주),20040017025574
16876,테티스 다이어트 젤리스틱,(주)다정,20040020036144
16875,메노락토,(주)서흥,200400200061578
16874,바이오생혼합유산균캡슐,주식회사 노바렉스,200400200082216
16873,비타민D 2000IU 프리미엄,(주)한국씨엔에스팜,200400200072481
16872,알티지 알래스카 오메가3,콜마비앤에이치(주)음성공장,200600200031887
16871,피로엔 홍경천 밀크씨슬,(주)유니쎌팜,20040020028578
16870,혈기핫,(주)유니쎌팜,20040020028579
16869,홍삼농축액SR-27855,주식회사 새롬비앤에프 농업회사법인,202000163231
16868,퓨어-온 쏘팔메토 옥타코사놀,(주)알피바이오,200400170061030
16867,6년근 홍삼정 에브리데이 스틱,주식회사 진산사이언스,2014002002356
16866,폴리비타민츄,(주)청우식품,2004001511868
16865,파워 간건강 밀크씨슬,주식회사한미양행,200400150831402
16864,백년의초석(주춧돌)(전량수출용),고려인삼과학주식회사,20040015039206
16863,마카포유,(주)개성상인-제2공장,2019000441813
16862,닥터스뷰 굿나잇,(주)메디언스,2012001507947
16861,글라이드메가이뮨365,(주)유유헬스케어,20040015107894
16860,홍삼의전설,코스맥스바이오(주),200400200022687
16859,뉴트리 디-데이 플래티넘 파이널 단백질 파우더,주식회사 이수바이오,2013001712277
16858,더 트루 알티지오메가3,(주)알피바이오,200400170061031
16857,아티초크,동서바이오팜(주),20040017025573
16856,튼튼 프로바이오틱스,코스맥스엔비티(주),200700170351734
16855,튼튼 프로폴리스,코스맥스엔비티(주),200700170351732
16854,"애터미 그린프로폴리스 스프레이(Atomy green propolis spray, 대만 수출용)",콜마비앤에이치(주),2012002007517
16853,쏘팔맥스포맨,에스에스바이오팜(주),20160012278109
16852,기억은 에스엔유 포뮬러,(주)한국씨엔에스팜,200400200072479
16851,맘엔 철분 엽산 비타민D,(주)유니쎌팜,20040020028577
16850,리얼그램 유기농 100% 비오틴,(주)한국씨엔에스팜,200400200072478
16849,옵티엠에스엠(OptiMSM) 1500,콜마비앤에이치(주)음성공장,200600200031884
16848,명품면역홍삼정골드,대한홍삼 주식회사,2011002007883
16847,항균 프로폴리스,(주)서흥헬스케어,20130020024184
16846,하루이뮨 알로에베라 젤리스틱,(주)알피바이오,200400170061028
16845,바이탈우먼 그날의 밸런스 올인원,(주)알피바이오,200400170061029
16844,하이뮨 밀크씨슬&홍경천,콜마비앤에이치(주)음성공장,200600200031885
16843,파워 쏘팔메토,우리바이오(주),20190009483112
16842,포핏프로바이오틱스아연,동서바이오팜(주),20040017025572
16841,인지·관절 솔루션 데커신 프로,주식회사웰파인,2013001515136
16840,제트프로프로틴 초코,코뉴,2019000437314
16839,제트맥스프로틴 초코,코뉴,2019000437317
16838,제트맥스웨이 초코,코뉴,2019000437315
16837,스몰윈도우 그린플러스알파,주식회사한미양행,200400150831401
16836,올키 유산균 츄어블,주)팜크로스,20040015110954
16835,홍삼농축액15,김포파주인삼농업협동조합,2004001707346
16834,머시스 이볼브웨이,코뉴,2019000437313
16833,머시스 소이프로틴,코뉴,2019000437318
16832,머시스 더블유피아이에이치,코뉴,2019000437316
16831,머시스 더블유피아이,코뉴,2019000437319
16830,과일&채소 발효 포스트바이오틱스 유산균,(주)케비젠,2015001001885
16829,친절한 콜레우스&테아닌,큐어라벨(주),20040017016386
16828,팜스 아연 프리미엄,(주)알피바이오,200400170061025
16827,Omega-3(전량수출용),코스맥스바이오(주),200400200022685
16826,건강한스푼 여성사랑 감마리놀렌산,(주)한국씨엔에스팜,200400200072477
16825,김사부의 럭키찬스,에이치엔웨이,2018001231027
16824,닥터트루 프로바이오틱스 더블유 생유산균,(주)메디오젠 충주공장,20180012174196
16823,면역 & 항균 프로폴리스,광동헬스바이오(주) 2공장,200400200141316
16822,미스랩 세븐 시그널,(주)디엔 농업회사법인,201900160993
16821,시서스휴다이어트,코스맥스바이오(주),200400200022683
16820,아레지오 플러스,(주)네이처텍,20040020004333
16819,알티지 오메가3 캡슐,코스맥스바이오(주),200400200022682
16818,프로바이오틱스 더블유,(주)메디오젠 충주공장,20180012174195
16817,유한m 슈퍼 마그네슘,(주)알피바이오,200400170061027
16816,마이니 비타민D3 2000IU,(주)알피바이오,200400170061026
16815,남도향프로폴리스 오리지널,(주)농업회사법인 비엔케어,2006001702270
16814,꿀벌농장 프로폴리스 스프레이,(주)농업회사법인 비엔케어,2006001702269
16813,프렌·디 4000IU 플러스,코스맥스바이오(주),200400200022684
16812,장건강온,(주)한국인삼공사,20040020013332
16811,경성제약 장박사,경성제약주식회사,2004001507378
16810,데일리코어 비타민C,주식회사한미양행,200400150831400
16809,멀티비타민 면역 업,콜마비앤에이치(주)음성공장,200600200031878
16808,디데이쉼,(주)유유헬스케어,20040015107893
16807,메가플러스 ABC 스틱,주식회사한미양행,200400150831399
16806,프로엘엠에스엠,(주)바이오 로제트,20040017015277
16805,황성주 박사의 소이뮨,(주)이롬,200900151716
16804,황제진보환,(주)아마존허브,2015001201118
16803,혈당아이(I),에스에스바이오팜(주),20160012278105
16802,피부속히알루론산,(주)한국씨엔에스팜,200400200072476
16801,가르시니아 코어(수출용),엔피케이(주),201000190041038
16800,장다비움,에스에스바이오팜(주),20160012278107
16799,프로바이오틱스 50억 장용캡슐,콜마비앤에이치(주)음성공장,200600200031881
16798,슬림하임,(주)정원,2004002003781
16797,간건강온,(주)한국인삼공사,20040020013331
16796,관절엔 MSM1500 / 글루코사민 비타민D,(주)유니쎌팜,20040020028576
16795,눈건강온,(주)한국인삼공사,20040020013330
16794,리얼그램 유기농100% 빌베리 아이케어,(주)한국씨엔에스팜,200400200072475
16793,어린이를 위한 비타민 레모나키즈,(주)안신,2013001600329
16792,메가비오틴,주식회사 노바렉스,200400200082215
16791,장건강,(주)한국인삼공사,20040020013333
16790,삼성슈퍼칼슘,에스에스바이오팜(주),20160012278106
16789,스포케어(SPOCARE),(주)원일바이오,2016001213723
16788,간건강,(주)한국인삼공사,20040020013329
16787,삼성눈건강(수출용),에스에스바이오팜(주),20160012278108
16786,아이엠 라일락페어리,콜마비앤에이치(주)음성공장,200600200031880
16785,셀로맥스 혈당케어,광동헬스바이오(주) 2공장,200400200141313
16784,라이프에이드포르테,광동헬스바이오(주) 2공장,200400200141314
16783,라이필 더마 콜라겐 비오틴,주식회사 노바렉스,200400200082212
16782,메가비타민D3 2500,(주)알피바이오,200400170061024
16781,설포플렉스피케이정,주식회사 제이비케이랩,2016000751560
16780,마그네슘 위드 B6,(주)한국씨엔에스팜,200400200072474
16779,마린 마그네슘 175,콜마비앤에이치(주)음성공장,200600200031875
16778,퍼펙트에이치 히알루론산,코스맥스바이오(주),200400200022681
16777,참좋은강황365커큐민젤리(수출용),주식회사 아리너스,20110020099160
16776,케이칼마디,광동헬스바이오(주) 2공장,200400200141315
16775,MR.미스터쏘팔메토플러스,주식회사 노바렉스2공장,20060020008596
16774,팜엔탑 비타민B1 B2 B6 B12 B군 컴플렉스,(주)한국씨엔에스팜,200400200072473
16773,NovaPMC(전량수출용),주식회사 노바렉스,200400200082214
16772,NovaHG,주식회사 노바렉스,200400200082213
16771,엠에스 은행잎 미네랄,엠에스바이오텍(주),20040020020668
16770,발효생성아미노산복합물,(주)빅솔 반월공장,2009001702354
16769,올레아 홍삼스틱,주식회사웰파인,2013001515135
16768,모비타 액상 철분,코스맥스엔비티(주),200700170351729
16767,신터액트 키즈 츄어블,코스맥스엔비티(주),200700170351728
16766,씨놀뉴보낙스프리미엄(수출용),(주)다스코바이오,2012001701064
16765,씨엘에스0420(CLS0420) 유산균,(주)씨티씨바이오,20040017059178
16764,씨엘피씨0603(CLPC0603) 유산균,(주)씨티씨바이오,20040017059177
16763,오케이169(OK169) 유산균,(주)씨티씨바이오,20040017059179
16762,관절건강,(주)한국인삼공사,20040020013328
16761,바디스팀팩,(주)유유헬스케어,20040015107892
16760,12종알파혼합유산균에이(A)-3400,(주)메디오젠,20040020029512
16759,8종알파혼합유산균에이(A)-3800,(주)메디오젠,20040020029511
16758,브링 퓨어웨이C 1000,(주)서흥,200400200061577
16757,리얼그램 유기농100% 멀티비타민&미네랄,(주)한국씨엔에스팜,200400200072472
16756,프로바이오틱스 플러스,코스맥스바이오(주),200400200022679
16755,풋풋한 애플페논 다이어트 젤리,주식회사 에스디생명공학 건강식품사업부문,201300200206
16754,옵티마 밸런스 비타민D 4000IU,코스맥스바이오(주),200400200022678
16753,에이토솔루션 똑똑오메가3,코스맥스바이오(주),200400200022680
16752,슬림오일,(주)유니쎌팜,20040020028575
16751,셀렌에 빠진 아연 면역젤리 사과맛,콜마비앤에이치(주)음성공장,200600200031873
16750,잇츠핏 알티지오메가3,(주)비오팜,200400170211027
16749,ZARANO(자라노),이앤에스(주),20120017002166
16748,닥터에스더 쏘팔메토&옥타코사놀,코스맥스바이오(주),200400200022675
16747,"마이코드 퓨어웨이C 1,000mg",코스맥스바이오(주),200400200022676
16746,디디프로젝트알티지오메가3,코스맥스바이오(주),200400200022677
16745,락티브 프리바이오틱스 5000 앤 아연,엠에스바이오텍(주),20040020020667
16744,모어네이처 안심 철분,(주)한국씨엔에스팜,200400200072471
16743,바이오캡 락티 F에프,주식회사 락토메이슨,20100016005328
16742,마이크로바이옴 6,주식회사 락토메이슨,20100016005329
16741,마이크로바이옴 3,주식회사 락토메이슨,20100016005331
16740,마이크로바이옴 1,주식회사 락토메이슨,20100016005327
16739,마이락토 스킨 앤 프로바이오틱스(MYLACTO SKIN & PROBIOTICS),주식회사 락토메이슨,20100016005330
16738,활성 엽산 포 마미,엔피케이(주),201000190041037
16737,활성 엽산 포 대디,엔피케이(주),201000190041036
16736,혈행건강온,(주)한국인삼공사,20040020013327
16735,비타코드 면역품은홍삼젤리,주식회사 리앤씨바이오,202000161895
16734,큐타민브이맥스,(주)한국씨엔에스팜,200400200072470
16733,핏앤핏 가르시니아,(주)바이오 로제트,20040017015276
16732,정삼헌 365 튼튼 고려홍삼정 진액 스틱,(주)일화,20040015100232
16731,원(元),(주)유유헬스케어,20040015107891
16730,셀렌효모,(주)뉴트리케어,202000047461
16729,황작홍삼농축액골드45,대동고려삼(주),20040020031349
16728,실리마린 스트렝스(Silymarin Strength),주식회사 노바렉스2공장,20060020008593
16727,카멜리아 레이디(수출전용상품),(주)믿음의나무 농업회사법인,2014002000215
16726,아이엠 밀크씨슬,콜마비앤에이치(주)음성공장,200600200031870
16725,쏘팔메토&옥타코사놀(Saw Palmetto&Octacosanol),주식회사 노바렉스2공장,20060020008591
16724,릴렉스피드,코스맥스바이오(주),200400200022674
16723,마이크로바이옴 프로·프리바이오틱스 유산균,일양약품(주),20040017068219
16722,디노 면역 튼튼 어린이 홍삼 젤리스틱,(주)세종바이오팜,2019000910566
16721,뉴오리진 비타민D,(주)비오팜,200400170211026
16720,기억력 알티지 오메가3 DHA,(주)알피바이오,200400170061021
16719,굿프로바이오틱스캡슐,한국네츄럴팜,20110018024152
16718,맛있는 프리바이오틱스,한국바이오팜(주)에이치피,20040020046615
16717,세모 비타민 D3 앤 K2,(주)세모,2004001704968
16716,뉴트리 디-데이 다이어트 알로에겔 오리지날,(주)네이처텍,20040020004332
16715,미즈에버플러스,코스맥스엔비티(주),200700170351727
16714,메가바이오맥스플러스,우리바이오(주),20190009483111
16713,일동 면역 그린프로폴리스,(주)알피바이오,200400170061022
16712,웰씬정,주식회사 노바렉스,200400200082210
16711,인 케어,코스맥스엔비티(주),200700170351726
16710,K(케이)-슬림정,주식회사 노바렉스,200400200082208
16709,엑소바이오틱쇼코라,주식회사한미양행,200400150831398
16708,하이건 락토진,(주)유유헬스케어,20040015107890
16707,아이엠 스킨촉촉 히알루론산,(주)서흥,200400200061576
16706,옥타프로틴,주식회사 노바렉스,200400200082207
16705,짜먹는 튼튼 홍삼짱 젤리,광동헬스바이오(주),2020001625223
16704,위고씨 크랜베리 벨라코드,주식회사 노바렉스,200400200082209
16703,뉴오리진 밀크씨슬,(주)비오팜,200400170211025
16702,컴팩트팩,(주)서흥,200400200061573
16701,파이토핏,광동헬스바이오(주) 2공장,200400200141311
16700,퓨어홍삼 캡슐,(주)서흥,200400200061574
16699,하와이안 퓨어 스피루리나,콜마비앤에이치(주)음성공장,200600200031869
16698,혈행건강,(주)한국인삼공사,20040020013326
16697,뉴 알티지 오메가 3,(주)메디바이오랩,2017278206849
16696,Enhanced Essential Probiotics(유럽형유산균)(전량수출용),광동헬스바이오(주) 2공장,200400200141310
16695,아이엠 비타민 A/D/E,(주)서흥,200400200061575
16694,바이탈업 이뮨엔진,(주)네이처텍,20040020004331
16693,마이어칵텔,광동헬스바이오(주) 2공장,200400200141312
16692,리본 부스터,에프엔바이오(주),20040020071366
16691,뉴트리카인드 코엔자임Q10,(주)한국씨엔에스팜,200400200072468
16690,뉴트리카인드 쏘팔메토,(주)한국씨엔에스팜,200400200072467
16689,강력江力,(주)뉴트리케어,202000047462
16688,발효홍삼연옥고,(주)보양제약,202000034851
16687,더팜 이지바울 마스터,코스맥스엔비티(주),200700170351724
16686,장대원 간건강,주)팜크로스,20040015110950
16685,장대원 뼈건강,주)팜크로스,20040015110951
16684,포스트 자일로프로,주)팜크로스,20040015110953
16683,우리아이종합비타민(전량수출용),주식회사한미양행,200400150831396
16682,면역 장대원,주식회사 아람,2011001701985
16681,피크타임,(주)알피바이오,200400170061019
16680,닥터헬씨멀티비타정,(주)유유헬스케어,20040015107889
16679,멀티비타민 앤 미네랄,주식회사한미양행,200400150831397
16678,바이오 엔:오 브이,(주)유유헬스케어,20040015107888
16677,액티브마그네슘컴플렉스,주)팜크로스,20040015110952
16676,면역 장대원 키즈,주식회사 아람,2011001701986
16675,뷰티 포스트바이오틱스,(주)비오팜,200400170211024
16674,에스디 에이뮨(SD A-MMUNE),주식회사 에스디생명공학 건강식품사업부문,201300200205
16673,칼로톡 리치맛,에프엔바이오(주),20040020071365
16672,칼로톡 피치맛,에프엔바이오(주),20040020071364
16671,셀티바 프로바이오틱스 솔루션 17,(주)알피바이오,200400170061018
16670,파라제로(PARAZERO),우리바이오(주),20190009483110
16669,래오이경제 통쾌한 유산균 골드,(주)아오스,2014002001265
16668,알티지 오메가-3(rTG Omega-3),주식회사 노바렉스2공장,20060020008589
16667,모니카 굿프로바이오틱스,한국네츄럴팜,20110018024151
16666,Yummy Kids Stick(수출전용제품),(주)쎌바이오텍,200400170171114
16665,아임헬씨 알티지오메가3,(주)알피바이오,200400170061017
16664,차스팜 루테인,큐어라벨(주),20040017016384
16663,힙스 면역가득 홍삼젤리,주식회사 리앤씨바이오,202000161894
16662,프리바이오틱스 코어,(주)서흥,200400200061572
16661,프로폴리스추출물,(주)케이지앤에프,20040016020181
16660,프로폴리스엑스,(주)케이지앤에프,20040016020180
16659,키즈원 골드G(지),엠에스바이오텍(주),20040020020666
16658,키즈원 골드B(비),엠에스바이오텍(주),20040020020665
16657,우리가족 비타민D 2200IU,(주)한국씨엔에스팜,200400200072463
16656,모어네이처 안심 비타민B 컴플렉스,(주)한국씨엔에스팜,200400200072462
16655,루테인지아잔틴 24,주식회사 노바렉스2공장,20060020008590
16654,닥터슈퍼칸 밀크씨슬&루테인+,코스맥스바이오(주),200400200022672
16653,눈에 좋은 루테인,(주)한국씨엔에스팜,200400200072466
16652,Femi-1(전량수출용),(주)한국씨엔에스팜,200400200072465
16651,16종알파혼합유산균에이(A)-4000,(주)메디오젠,20040020029510
16650,이너케어 장 프로텍트,남양유업 주식회사 나주공장,202000142943
16649,삼성홍삼블랙,에스에스바이오팜(주),20160012278104
16648,힙스 6년근 홍삼젤리,주식회사 리앤씨바이오,202000161893
16647,프로바이오틱스 100억 맥스,(주)서흥,200400200061571
16646,슈퍼프로바이오틱스17,맥널티바이오(주),2018001246615
16645,서흥 프로바이오틱스 올인원,(주)서흥,200400200061570
16644,그린프로폴리스 면역구미,(주)서흥 오송2공장,2017288029525
16643,슈퍼건강쇠,(주)세종바이오팜,2019000910563
16642,디엘오 유산균 50억,(주)서흥,200400200061569
16641,이너케어 위 프로텍트,남양유업 주식회사 나주공장,202000142942
16640,혈청III 당바이오,주식회사한미양행,200400150831395
16639,메노 큐 (Meno Q),(주)유니쎌팜,20040020028573
16638,메이준뉴트리 멀티비타민,맥널티바이오(주),2018001246614
16637,알티지 오메가3 루테인 올인원,(주)유니쎌팜,20040020028574
16636,프로&프리바이오틱스 알파,(주)서흥,200400200061568
16635,개성 천년황제 홍삼동충하초환골드(전량수출품),(주)개성상인-제2공장,2019000441812
16634,비오시톨 오리지널,(주)유유헬스케어,20040015107887
16633,촉촉한 루테인13,주식회사한미양행,200400150831394
16632,개성 천년황제 홍삼녹용단골드,(주)개성상인-제2공장,2019000441810
16631,클레오,(주)세종바이오팜,2019000910561
16630,장대원 눈 건강 알티지오메가3 루테인 아스타잔틴,(주)알피바이오,200400170061016
16629,바이오틱톡,(주)세종바이오팜,2019000910562
16628,닥터 장케어 III 솔루션,(주)세종바이오팜,2019000910565
16627,셀티바 우먼스 릴리프,(주)알피바이오,200400170061015
16626,삼성미즈모비오틴10000,(주)세종바이오팜,2019000910564
16625,그린프로폴리스프라임20,(주)씨엘팜,20160012132104
16624,활력비책 관절엔인지,주식회사웰파인,2013001515134
16623,한수삼 천년황제 홍삼녹용단골드,(주)개성상인-제2공장,201900044186
16622,하람스칼슘비타민미네랄,주식회사한미양행,200400150831392
16621,엔케이셀틱스,동서바이오팜(주),20040017025571
16620,알티지(rTG) 오메가3 플러스 프리미엄,주식회사 노바렉스2공장,20060020008588
16619,셀루라인 다이어트 핏,콜마비앤에이치(주)음성공장,200600200031867
16618,바이오지나 부스터 샷,(주)네이처텍,20040020004328
16617,멀티비타민미네랄,광동헬스바이오(주) 2공장,200400200141309
16616,로열그린프로폴리스,(주)씨엘팜,20160012132105
16615,한알가득 멀티비타민,주식회사한미양행,200400150831393
